provider,model,token_type,price_per_1m_usd,region,raw_unit,source,fetched_at
GCP Gemini API,Generate_content video input token count for Gemini 3.5 Flash Flex Caching,input,0.075,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content video input token count for gemini 3 flash,input,0.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content video input token count for gemini 3 pro long,input,4.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content video input token count for gemini 3 pro short,input,2.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_cached_input_token_count_gemini_3_pro_short_image,input,0.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_input_token_count_gemini_robotics_ER_1.5_input_audio,input,1.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_input_token_count_gemini_robotics_ER_1.5_input_audio_batching,input,0.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_input_token_count_gemini_robotics_ER_1.5_input_image,input,0.3,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_input_token_count_gemini_robotics_ER_1.5_input_image_batching,input,0.15,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_input_token_count_gemini_robotics_ER_1.5_input_video,input,0.3,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_input_token_count_gemini_robotics_ER_1.5_input_video_batching,input,0.15,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_input_token_count_gemini_robotics_ER_1.5_long_input_text,input,0.3,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_input_token_count_gemini_robotics_ER_1.5_long_input_text_batch,input,0.15,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_input_token_count_gemini_robotics_ER_1.5_short_input_text,input,0.3,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_input_token_count_gemini_robotics_ER_1.5_short_input_text_batch,input,0.15,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_output_token_count_gemini_robotics_ER_1.5_long_output_text,output,2.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_output_token_count_gemini_robotics_ER_1.5_long_output_text_batch,output,1.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_output_token_count_gemini_robotics_ER_1.5_long_output_text_non_thinking,output,2.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_output_token_count_gemini_robotics_ER_1.5_long_output_text_non_thinking_batch,output,1.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_output_token_count_gemini_robotics_ER_1.5_short_output_text,output,2.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_output_token_count_gemini_robotics_ER_1.5_short_output_text_batch,output,1.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_output_token_count_gemini_robotics_ER_1.5_short_output_text_non_thinking,output,2.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content_output_token_count_gemini_robotics_ER_1.5_short_output_text_non_thinking_batch,output,1.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
