provider,model,token_type,price_per_1m_usd,region,raw_unit,source,fetched_at
GCP Gemini API,Generate content input token count gemini 3 pro long audio priority,input,7.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro long image flex,input,2.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro long image priority,input,7.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro long text flex,input,2.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro long text priority,input,7.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro long video flex,input,2.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro long video priority,input,7.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro short audio flex,input,1.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro short audio priority,input,3.6,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro short image flex,input,1.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro short image priority,input,3.6,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro short text flex,input,1.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro short text priority,input,3.6,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro short video flex,input,1.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3 pro short video priority,input,3.6,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview audio,input,0.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview audio batch,input,0.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview audio flex,input,0.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview audio priority,input,0.9,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview image,input,0.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview image batch,input,0.125,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview image flex,input,0.125,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview image priority,input,0.45,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview text,input,0.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview text batch,input,0.125,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview text flex,input,0.125,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview text priority,input,0.45,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview video,input,0.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview video batch,input,0.125,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview video flex,input,0.125,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.1 flash lite preview video priority,input,0.45,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash audio,input,1.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash audio batch,input,0.75,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash audio flex,input,0.75,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash audio priority,input,2.7,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash image,input,1.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash image batch,input,0.75,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash image flex,input,0.75,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash image priority,input,2.7,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash text,input,1.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash text batch,input,0.75,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash text flex,input,0.75,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash text priority,input,2.7,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash video,input,1.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash video batch,input,0.75,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash video flex,input,0.75,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content input token count gemini 3.5 flash video priority,input,2.7,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count Gemini 2.5 Pro Experimental long input text,input,15.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count Gemini 2.5 Pro Experimental short input text,input,10.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count Gemini 2.5 Pro long output text,output,15.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count Gemini 2.5 Pro short output text,output,10.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash lite long output text,output,0.4,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash lite long text flex,output,0.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash lite long text non thinking flex,output,0.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash lite long text non thinking priority,output,0.72,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash lite long text priority,output,0.72,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash lite short output text,output,0.4,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash lite short output text non-thinking,output,0.4,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash lite short text flex,output,0.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash lite short text non thinking flex,output,0.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash lite short text non thinking priority,output,0.72,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash lite short text priority,output,0.72,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash long input text,input,2.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash long output text non-thinking,output,0.4,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash long text flex,output,1.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash long text non thinking flex,output,1.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash long text non thinking priority,output,4.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash long text priority,output,4.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash native image generation flex,output,15.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash native image generation priority,output,54.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash short input text,input,2.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash short output text non-thinking,output,2.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash short text flex,output,1.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash short text non thinking flex,output,1.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash short text non thinking priority,output,4.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 flash short text priority,output,4.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 pro long text flex,output,7.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 pro long text priority,output,27.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 pro short text flex,output,5.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 2.5 pro short text priority,output,18.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3 flash text flex,output,1.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3 flash text priority,output,5.4,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3 pro image generation image flex,output,60.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3 pro image generation image priority,output,216.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3 pro long text flex,output,9.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3 pro long text priority,output,32.4,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3 pro short text flex,output,6.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3 pro short text priority,output,21.6,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3.1 flash lite preview text,output,1.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3.1 flash lite preview text batch,output,0.75,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3.1 flash lite preview text flex,output,0.75,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3.1 flash lite preview text priority,output,2.7,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3.5 flash text,output,9.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3.5 flash text batch,output,4.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3.5 flash text flex,output,4.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate content output token count gemini 3.5 flash text priority,output,16.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent audio input token count for Gemini 2.0 Flash,input,0.7,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent audio input token count for Gemini 2.0 Flash Lite,input,0.075,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent audio output token count for Gemini 2.0 Flash TTS,output,10.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent audio output token count for Gemini 2.5 Pro TTS,output,20.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached audio input token count for Gemini 2.0 Flash,input,0.175,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached audio input token count for Gemini 2.0 Flash Lite,input,0.018,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached image input token count for Gemini 2.0 Flash,input,0.025,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached image input token count for Gemini 2.0 Flash Lite,input,0.018,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached input token count for Gemini 1.5 Flash 8B when input is over 128k tokens,input,0.02,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached input token count for Gemini 1.5 Flash 8B when input is up to 128k tokens,input,0.01,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached input token count for Gemini 1.5 Flash when input is over 128k tokens,input,0.037,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached input token count for Gemini 1.5 Flash when input is up to 128k tokens,input,0.018,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached input token count for Gemini 1.5 Pro when input is over 128k tokens,input,0.625,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached input token count for Gemini 1.5 Pro when input is up to 128k tokens,input,0.312,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached text input token count for Gemini 2.0 Flash,input,0.025,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached text input token count for Gemini 2.0 Flash Lite,input,0.018,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached video input token count for Gemini 2.0 Flash,input,0.025,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent cached video input token count for Gemini 2.0 Flash Lite,input,0.018,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent image input token count for Gemini 2.0 Flash,input,0.1,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent image input token count for Gemini 2.0 Flash Lite,input,0.075,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent input token count for Gemini 1.5 Flash 8B when input is longer than 128k tokens,input,0.075,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent input token count for Gemini 1.5 Flash 8B when input is up to 128k tokens,input,0.037,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent input token count for Gemini 1.5 Flash when input is longer than 128k tokens,input,0.15,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent input token count for Gemini 1.5 Flash when input is up to 128k tokens,input,0.075,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent input token count for Gemini 1.5 Pro when input is longer than 128k tokens,input,2.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent input token count for Gemini 1.5 Pro when input is up to 128k tokens,input,1.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent output image token count for Gemini 2.0 Flash MMGen,output,30.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent output token count for Gemini 1.5 Flash 8B when input is longer than 128k tokens,input,0.3,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent output token count for Gemini 1.5 Flash 8B when input is up to 128k tokens,input,0.15,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent output token count for Gemini 1.5 Flash when input is longer than 128k tokens,input,0.6,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent output token count for Gemini 1.5 Flash when input is up to 128k tokens,input,0.3,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent output token count for Gemini 1.5 Pro when input is longer than 128k tokens,input,10.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent output token count for Gemini 1.5 Pro when input is up to 128k tokens,input,5.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent text input token count for Gemini 2.0 Flash,input,0.1,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent text input token count for Gemini 2.0 Flash Lite,input,0.075,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent text input token count for Gemini 2.0 Flash TTS,input,0.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent text input token count for Gemini 2.5 Pro TTS,input,1.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent text output token count for Gemini 2.0 Flash,output,0.4,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent text output token count for Gemini 2.0 Flash Lite,output,0.3,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent video input token count for Gemini 2.0 Flash,input,0.1,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,GenerateContent video input token count for Gemini 2.0 Flash Lite,input,0.075,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content audio cached input token count for Gemini 2.5 Flash Lite,input,0.03,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content audio input token count for Gemini 3.5 Flash Flex Caching,input,0.075,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content audio input token count for Gemini 3.5 Flash Priority Caching,input,0.27,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content audio input token count for gemini 3 flash,input,1.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content audio input token count for gemini 3 flash batch,input,0.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content audio input token count for gemini 3 pro long,input,4.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content audio input token count for gemini 3 pro short,input,2.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content audio output token count for Gemini 3.1 flash tts,output,20.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content audio output token count for Gemini 3.1 flash tts batch,output,10.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content cached audio input token count for gemini 3 flash,input,0.1,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content cached audio input token count for gemini 3 pro long,input,0.4,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content cached audio input token count for gemini 3 pro short,input,0.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content cached image input token count for gemini 3 flash,input,0.05,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content cached image input token count for gemini 3 pro long,input,0.4,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content cached text input token count for gemini 3 flash,input,0.05,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content cached video input token count for gemini 3 flash,input,0.05,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content cached video input token count for gemini 3 pro long,input,0.4,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content cached video input token count for gemini 3 pro short,input,0.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image cached input token count for Gemini 2.5 Flash Lite,input,0.01,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image input token count for Gemini 2.5 Flash Native Image Generation,input,0.3,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image input token count for Gemini 3 Pro Image,input,2.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image input token count for Gemini 3 Pro Image batch,input,1.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image input token count for Gemini 3.5 Flash Flex Caching,input,0.075,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image input token count for Gemini 3.5 Flash Priority Caching,input,0.27,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image input token count for gemini 3 flash,input,0.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image input token count for gemini 3 flash batch,input,0.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image input token count for gemini 3 pro long,input,4.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image input token count for gemini 3 pro short,input,2.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image output token count for Gemini 2.5 Flash Native Image Generation,output,30.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image output token count for Gemini 3 Pro Image,output,120.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content image output token count for Gemini 3 Pro Image batch,output,60.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text cached input token count for gemini 2.5 Flash Lite,input,0.01,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text cached input token count for gemini 3 pro long,input,0.4,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text cached input token count for gemini 3 pro short,input,0.2,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text input token count for Gemini 3.1 flash tts,input,1.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text input token count for Gemini 3.1 flash tts batch,input,0.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text input token count for Gemini 3.5 Flash Flex Caching,input,0.075,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text input token count for Gemini 3.5 Flash Priority Caching,input,0.27,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text input token count for gemini 3 flash,input,0.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text input token count for gemini 3 flash batch,input,0.25,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text input token count for gemini 3 pro long,input,4.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text input token count for gemini 3 pro short,input,2.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text output token count for gemini 3 flash,output,3.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text output token count for gemini 3 flash batch,output,1.5,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text output token count for gemini 3 pro long,output,18.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content text output token count for gemini 3 pro short,output,12.0,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
GCP Gemini API,Generate_content video cached input token count for Gemini 2.5 Flash Lite,input,0.01,global,count,GCP Cloud Billing API,2026-05-26T10:06:44.914770+00:00
